//----------------------------------------
//Multipak Exporter  1.2.8
//Load file from ..\source\PHI_AES\Au_foil2.spe
//----------------------------------------
//----------------------------------------
//HEADER INFORMATION
Platform:PC
Technique:AES
FileType:SPECTRUM
FileDesc:
FileDate:117 5 15
AcqFileDate:117 5 15
AcqFilename:Au_foil2.spe
EBeamEnergy:10.0 keV
EBeamCurrent:1.035171e-08 A
EBeamDiameter:0.00 nm
SourceAnalyserAngle:0.0 d
AnalyserMode:FRR
AnalyserWorkFcn:4.5 eV
SputterRaster:0.0 0.0 um
PreAcqSputterTime:0 s
PreAcqSputterRate:1.0 A/s
NoSpectralReg:1
SpectralRegDef:1 1 Sur1 111 2401 1.0000 0.0 2400.0 0.0 2400.0 0.200000 0.00 none
Magnification:10000.0
NoSpatialArea:1
SpatialAreaDef:1 Full 1 (0.0 0.0 0.0 0.0 0.0)
ImageSizeXY: invalid XrayBeamDiameter 


//Area Comment,RegionNo,AtomicName,Area No,XLabel,YLabel,DataCount

1
Survey
1
Kinetic Energy(eV)
Intensity(cps)
2401
0.0000	194484.9844
1.0000	397634.9688
2.0000	857399.9375
3.0000	2686429.7500
4.0000	3850609.7500
5.0000	4366254.5000
6.0000	4654424.5000
7.0000	4736634.5000
8.0000	4820824.5000
9.0000	4753574.5000
10.0000	4742184.5000
11.0000	4701134.5000
12.0000	4713679.5000
13.0000	4629299.5000
14.0000	4445624.5000
15.0000	4384324.5000
16.0000	4277254.5000
17.0000	4231034.5000
18.0000	4101484.7500
19.0000	4022899.7500
20.0000	3925134.7500
21.0000	3853224.7500
22.0000	3798549.7500
23.0000	3716689.7500
24.0000	3706474.7500
25.0000	3617329.7500
26.0000	3582214.7500
27.0000	3512799.7500
28.0000	3454304.7500
29.0000	3407079.7500
30.0000	3353869.7500
31.0000	3334239.7500
32.0000	3269764.7500
33.0000	3271294.7500
34.0000	3223249.7500
35.0000	3234159.7500
36.0000	3217784.7500
37.0000	3221134.7500
38.0000	3235439.7500
39.0000	3215554.7500
40.0000	3233964.7500
41.0000	3181419.7500
42.0000	3169289.7500
43.0000	3114479.7500
44.0000	3078444.7500
45.0000	3024239.7500
46.0000	2958019.7500
47.0000	2924589.7500
48.0000	2851664.7500
49.0000	2828619.7500
50.0000	2774934.7500
51.0000	2759844.7500
52.0000	2737634.7500
53.0000	2735619.7500
54.0000	2742419.7500
55.0000	2731564.7500
56.0000	2742909.7500
57.0000	2714344.7500
58.0000	2723044.7500
59.0000	2695814.7500
60.0000	2674519.7500
61.0000	2666914.7500
62.0000	2669104.7500
63.0000	2690659.7500
64.0000	2679429.7500
65.0000	2763084.7500
66.0000	2879279.7500
67.0000	2978304.7500
